"Group","Device","Serial Number","IP Address","Asset Number","Location","Misc Supply Label","Level"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045178","10.16.161.123","5623#COK/N241490","","Maintenance Kit","66%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045125","10.16.162.194","5623#COK/N241488","","Maintenance Kit","81%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045125","10.16.162.194","5623#COK/N241488","","Zesp obraz.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045178","10.16.161.123","5623#COK/N241490","","Zesp obraz.","67%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045079","10.16.162.189","5623#COK/N241492","","Zesp obraz.","4%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045174","10.16.162.193","5623#COK/N241486","","Zesp obraz.","41%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045079","10.16.162.189","5623#COK/N241492","","Zespół obraz.","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045174","10.16.162.193","5623#COK/N241486","","Zespół obraz.","20%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045178","10.16.161.123","5623#COK/N241490","","Zespół obraz.","54%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Zespół obraz.","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045125","10.16.162.194","5623#COK/N241488","","Zespół obraz.","22%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Zespół obraz.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045125","10.16.162.194","5623#COK/N241488","","Zestaw konserw.","81%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Zestaw konserw.","71%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045178","10.16.161.123","5623#COK/N241490","","Zestaw konserw.","66%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045174","10.16.162.193","5623#COK/N241486","","Zestaw konserw.","81%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045079","10.16.162.189","5623#COK/N241492","","Zestaw konserw.","75%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub 4700P","A63N021045187","10.16.161.131","5623#COK/N241494","","Zestaw konserw.:MICR","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Black Imaging Unit","86%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Cyan Imaging Unit","33%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Fuser Unit","12%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Magenta Imaging Unit","33%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Transfer Belt","12%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Transfer Unit","12%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C3100P","A6DR021119858","10.16.161.141","5623#COK/N242184","","Yellow Imaging Unit","33%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C368","A7PU027002678","10.16.162.178","5623#COK/N241717","PAP Chmielow Exstrusion","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PEN","KONICA MINOLTA bizhub C368","A7PU027008846","10.16.161.180","5623#COK/N270855","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045135","10.16.162.202","5623#COK/N241475","","Imaging Unit","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045154","10.16.162.66","","","Imaging Unit","68%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045181","10.16.162.203","5623#COK/N241461","","Imaging Unit","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045581","10.16.162.204","5623#COK/N241465","","Imaging Unit","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045093","10.16.162.206","5623#COK/N241467","","Imaging Unit","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Imaging Unit","43%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045088","10.16.162.201","5623#COK/N241463","","Imaging Unit","63%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045148","10.16.162.207","5623#COK/N241477","","Imaging Unit","61%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045151","10.16.162.205","5623#COK/N241469","","Imaging Unit","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045151","10.16.162.205","5623#COK/N241469","","Maintenance Kit","80%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045148","10.16.162.207","5623#COK/N241477","","Maintenance Kit","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045088","10.16.162.201","5623#COK/N241463","","Maintenance Kit","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Maintenance Kit","86%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045093","10.16.162.206","5623#COK/N241467","","Maintenance Kit","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045581","10.16.162.204","5623#COK/N241465","","Maintenance Kit","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045181","10.16.162.203","5623#COK/N241461","","Maintenance Kit","76%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045154","10.16.162.66","","","Maintenance Kit","66%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045135","10.16.162.202","5623#COK/N241475","","Maintenance Kit","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045154","10.16.162.66","","","Zesp obraz.","86%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045135","10.16.162.202","5623#COK/N241475","","Zesp obraz.","62%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Zesp obraz.","48%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045581","10.16.162.204","5623#COK/N241465","","Zesp obraz.","74%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045093","10.16.162.206","5623#COK/N241467","","Zesp obraz.","62%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045181","10.16.162.203","5623#COK/N241461","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045088","10.16.162.201","5623#COK/N241463","","Zesp obraz.","64%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045148","10.16.162.207","5623#COK/N241477","","Zesp obraz.","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045151","10.16.162.205","5623#COK/N241469","","Zesp obraz.","62%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045151","10.16.162.205","5623#COK/N241469","","Zespół obraz.","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045148","10.16.162.207","5623#COK/N241477","","Zespół obraz.","61%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045088","10.16.162.201","5623#COK/N241463","","Zespół obraz.","63%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Zespół obraz.","43%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045093","10.16.162.206","5623#COK/N241467","","Zespół obraz.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045581","10.16.162.204","5623#COK/N241465","","Zespół obraz.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045181","10.16.162.203","5623#COK/N241461","","Zespół obraz.","58%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045135","10.16.162.202","5623#COK/N241475","","Zespół obraz.","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045154","10.16.162.66","","","Zespół obraz.","68%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Zespół obraz.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045135","10.16.162.202","5623#COK/N241475","","Zestaw konserw.","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045154","10.16.162.66","","","Zestaw konserw.","66%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045181","10.16.162.203","5623#COK/N241461","","Zestaw konserw.","76%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045581","10.16.162.204","5623#COK/N241465","","Zestaw konserw.","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045093","10.16.162.206","5623#COK/N241467","","Zestaw konserw.","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Zestaw konserw.","86%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045088","10.16.162.201","5623#COK/N241463","","Zestaw konserw.","92%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045148","10.16.162.207","5623#COK/N241477","","Zestaw konserw.","90%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045151","10.16.162.205","5623#COK/N241469","","Zestaw konserw.","80%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4700P","A63N021045087","10.16.162.200","5623#COK/N241473","","Zestaw konserw.:MICR","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021002833","10.16.162.220","5623#COK/N277844","","Black Cartridge","57%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021001628","10.16.162.219","5623#COK/N277842","","Black Cartridge","83%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021003678","10.16.162.218","5623#COK/N277846","","Black Cartridge","84%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021003678","10.16.162.218","5623#COK/N277846","","Imaging Unit","93%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021001628","10.16.162.219","5623#COK/N277842","","Imaging Unit","91%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021002833","10.16.162.220","5623#COK/N277844","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021002833","10.16.162.220","5623#COK/N277844","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021001628","10.16.162.219","5623#COK/N277842","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub 4702P","AAFH021003678","10.16.162.218","5623#COK/N277846","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120302","10.16.162.212","5623#COK/N242182","","Black Imaging Unit","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120078","10.16.162.199","5623#COK/N240844","","Black Imaging Unit","33%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120083","10.16.162.198","5623#COK/N240832","","Black Imaging Unit","69%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120083","10.16.162.198","5623#COK/N240832","","Cyan Imaging Unit","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120078","10.16.162.199","5623#COK/N240844","","Cyan Imaging Unit","51%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120302","10.16.162.212","5623#COK/N242182","","Cyan Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120302","10.16.162.212","5623#COK/N242182","","Fuser Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120078","10.16.162.199","5623#COK/N240844","","Fuser Unit","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120083","10.16.162.198","5623#COK/N240832","","Fuser Unit","61%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120083","10.16.162.198","5623#COK/N240832","","Magenta Imaging Unit","78%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120078","10.16.162.199","5623#COK/N240844","","Magenta Imaging Unit","51%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120302","10.16.162.212","5623#COK/N242182","","Magenta Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120302","10.16.162.212","5623#COK/N242182","","Transfer Belt","100%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120078","10.16.162.199","5623#COK/N240844","","Transfer Belt","87%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120083","10.16.162.198","5623#COK/N240832","","Transfer Belt","61%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120083","10.16.162.198","5623#COK/N240832","","Transfer Unit","68%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120078","10.16.162.199","5623#COK/N240844","","Transfer Unit","89%"
"Direct Sales > Pilkington Polska > Pilkington Automotive > PL20 > PN","KONICA MINOLTA bizhub C3100P","A6DR021120302","10.16.162.212","5623#COK/N242182","","Transfer Unit","100%"
